"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2020-03-29 11:00:00,1017.20,52.0,48.2,86,0,137,,,,,,
2020-03-29 11:15:00,1017.10,52.0,48.2,86,0,140,,,,,,
2020-03-29 11:30:00,1017.00,52.0,48.2,86,0,162,,,,,,
2020-03-29 11:40:00,1016.90,52.0,47.9,85,0,0,1018.48,51.7,47.8,86,,231
2020-03-29 11:45:00,1016.90,52.0,47.9,85,0,0,1018.48,51.7,47.8,86,,231
2020-03-29 11:50:00,1016.90,52.0,47.9,85,0,0,1018.48,51.7,47.8,86,,230
2020-03-29 11:55:00,1016.90,52.0,47.9,85,0,0,1018.48,51.7,47.8,86,,230
2020-03-29 12:00:00,1016.80,52.0,47.9,85,0,139,,,,,,
2020-03-29 12:15:00,1016.70,52.0,48.2,86,0,152,,,,,,
2020-03-29 12:30:00,1016.80,52.0,48.2,86,0,136,,,,,,
2020-03-29 12:40:00,1016.90,52.0,48.2,86,0,0,1018.51,51.9,47.7,85,,231
2020-03-29 12:45:00,1016.90,52.0,48.2,86,0,0,1018.51,51.9,47.7,85,,231
2020-03-29 12:50:00,1016.90,52.0,48.2,86,0,0,1018.51,51.9,47.7,85,,230
2020-03-29 12:55:00,1017.00,52.0,48.2,86,0,0,1018.51,51.9,47.7,85,,230
2020-03-29 13:00:00,1016.90,52.0,48.2,86,0,133,,,,,,
2020-03-29 13:15:00,1017.00,52.0,47.9,85,0,137,,,,,,
2020-03-29 13:30:00,1017.00,52.0,47.9,85,0,141,,,,,,
2020-03-29 13:45:00,1017.10,52.0,48.9,89,0,151,,,,,,
2020-03-29 14:00:00,1017.20,51.0,48.2,89,0,133,,,,,,
2020-03-29 14:15:00,1017.40,51.0,48.2,89,0,135,,,,,,
2020-03-29 14:30:00,1017.40,52.0,49.2,90,0,137,,,,,,
2020-03-29 14:45:00,1017.60,52.0,49.2,90,0,136,,,,,,
2020-03-29 15:00:00,1017.70,52.0,49.2,90,0,151,,,,,,
2020-03-29 15:15:00,1017.70,52.0,49.2,90,0,138,,,,,,
2020-03-29 15:30:00,1017.90,52.0,48.9,89,0,147,,,,,,
2020-03-29 15:45:00,1017.90,53.0,49.5,87,0,140,,,,,,
2020-03-29 16:00:00,1017.90,53.0,49.2,86,0,124,,,,,,
2020-03-29 16:15:00,1018.00,53.0,49.5,87,0,130,,,,,,
2020-03-29 16:30:00,1018.10,53.0,50.1,89,0,131,,,,,,
2020-03-29 16:45:00,1018.10,53.0,50.1,89,0,128,,,,,,
2020-03-29 17:00:00,1018.20,53.0,50.1,89,0,125,,,,,,
2020-03-29 17:15:00,1018.40,54.0,50.8,88,0,123,,,,,,
2020-03-29 17:30:00,1018.50,54.0,50.5,88,0,127,,,,,,
2020-03-29 17:45:00,1018.60,55.0,51.5,87,0,113,,,,,,
2020-03-29 18:00:00,1018.70,56.0,51.5,84,0,100,,,,,,
2020-03-29 18:15:00,1018.70,56.0,50.9,83,1,91,,,,,,
2020-03-29 18:30:00,1018.70,58.0,51.9,79,1,119,,,,,,
2020-03-29 18:45:00,1018.70,58.0,50.1,75,3,86,,,,,,
2020-03-29 19:00:00,1018.80,58.0,50.5,76,2,92,,,,,,
2020-03-29 19:15:00,1018.80,58.0,51.2,78,1,148,,,,,,
2020-03-29 19:30:00,1018.80,58.0,50.8,77,0,184,,,,,,
2020-03-29 19:45:00,1018.60,59.0,51.4,75,0,146,,,,,,
2020-03-29 20:00:00,1018.60,59.0,50.0,71,0,142,,,,,,
2020-03-29 20:15:00,1018.60,60.0,51.3,73,0,143,,,,,,
2020-03-29 20:30:00,1018.70,60.0,51.3,73,0,189,,,,,,
2020-03-29 20:45:00,1018.70,58.0,52.5,81,0,210,,,,,,
2020-03-29 21:00:00,1018.90,57.0,51.2,81,0,239,,,,,,
2020-03-29 21:15:00,1018.70,57.0,52.2,83,0,213,,,,,,
2020-03-29 21:30:00,1018.80,57.0,51.9,83,0,196,,,,,,
2020-03-29 21:45:00,1018.60,56.0,51.2,83,0,264,,,,,,
2020-03-29 22:00:00,1018.40,56.0,51.5,84,1,252,,,,,,
2020-03-29 22:15:00,1018.40,57.0,52.5,84,2,259,,,,,,
2020-03-29 22:30:00,1018.20,57.0,52.2,83,1,266,,,,,,
2020-03-29 22:45:00,1018.20,58.0,52.5,81,2,259,,,,,,
2020-03-29 23:00:00,1018.40,58.0,51.9,79,1,265,,,,,,
2020-03-29 23:15:00,1018.30,58.0,50.5,76,1,255,,,,,,
2020-03-29 23:30:00,1018.30,60.0,52.0,74,1,246,,,,,,
2020-03-29 23:45:00,1018.20,59.0,50.7,73,2,276,,,,,,
2020-03-30 00:15:00,1018.00,60.0,50.6,71,1,275,,,,,,
2020-03-30 00:30:00,1017.90,60.0,50.9,71,1,278,,,,,,
2020-03-30 00:40:00,1017.90,60.0,50.6,70,1,257,1019.33,56.9,49.1,75,,214
2020-03-30 00:45:00,1017.80,60.0,50.6,70,1,282,1019.33,56.9,49.1,75,,213
2020-03-30 00:50:00,1017.70,60.0,50.2,69,0,286,1019.33,56.9,49.1,75,,213
2020-03-30 00:55:00,1017.70,60.0,50.6,70,0,0,1019.33,56.9,49.1,75,,230
2020-03-30 01:00:00,1017.80,60.0,50.2,69,0,315,,,,,,
2020-03-30 01:15:00,1017.80,59.0,50.0,71,1,268,,,,,,
2020-03-30 01:30:00,1017.80,58.0,49.8,74,1,273,,,,,,
2020-03-30 01:40:00,1017.90,58.0,50.1,75,0,319,1019.39,55.9,49.3,78,,215
2020-03-30 01:45:00,1018.00,58.0,50.1,75,1,281,1019.39,55.9,49.3,78,,213
2020-03-30 01:50:00,1018.10,57.0,50.2,77,1,257,1019.39,55.9,49.4,78,,213
2020-03-30 01:55:00,1018.00,57.0,50.5,78,0,259,1019.39,55.9,49.3,78,,213
2020-03-30 02:00:00,1018.20,56.0,49.9,80,0,292,,,,,,
2020-03-30 02:15:00,1018.50,55.0,49.6,81,1,285,,,,,,
2020-03-30 02:30:00,1018.70,55.0,49.9,82,0,295,,,,,,
2020-03-30 02:40:00,1018.60,55.0,49.9,82,1,262,1020.17,54.0,49.0,83,,215
2020-03-30 02:45:00,1018.60,54.0,49.3,83,0,284,1020.17,54.0,49.0,83,,213
2020-03-30 02:50:00,1018.70,54.0,49.3,83,0,279,1020.17,54.0,49.0,83,,213
2020-03-30 02:55:00,1018.70,54.0,49.3,83,1,271,1020.17,54.0,49.0,83,,213
2020-03-30 03:00:00,1018.70,54.0,49.3,83,2,270,,,,,,
2020-03-30 03:15:00,1018.90,54.0,49.3,83,0,279,,,,,,
2020-03-30 03:30:00,1018.90,54.0,49.3,83,0,281,,,,,,
2020-03-30 03:40:00,1019.00,54.0,49.3,83,0,292,1020.62,53.7,48.9,83,,213
2020-03-30 03:45:00,1019.10,54.0,49.3,83,0,0,1020.62,53.7,48.9,83,,231
2020-03-30 03:50:00,1019.10,54.0,49.6,84,0,346,1020.62,53.7,48.9,83,,213
2020-03-30 03:55:00,1019.30,54.0,49.6,84,0,0,1020.62,53.7,48.9,83,,213
2020-03-30 04:00:00,1019.30,54.0,49.6,84,0,189,,,,,,
2020-03-30 04:15:00,1019.60,54.0,49.9,86,0,64,,,,,,
2020-03-30 04:30:00,1019.80,54.0,49.9,86,0,249,,,,,,
2020-03-30 04:40:00,1019.80,54.0,49.9,85,0,308,1021.31,53.1,48.5,84,,214
2020-03-30 04:45:00,1019.90,54.0,49.9,85,0,266,1021.31,53.1,48.5,84,,213
2020-03-30 04:50:00,1019.90,53.0,48.9,85,0,274,1021.31,53.1,48.5,84,,213
2020-03-30 04:55:00,1020.00,53.0,48.9,85,0,273,1021.31,53.1,48.5,84,,213
2020-03-30 05:00:00,1020.00,53.0,48.9,85,0,250,,,,,,
2020-03-30 05:15:00,1020.20,53.0,48.9,85,0,266,,,,,,
2020-03-30 05:30:00,1020.40,53.0,48.9,85,0,273,,,,,,
2020-03-30 05:40:00,1020.30,53.0,48.9,85,0,275,1021.66,52.4,48.3,85,,213
2020-03-30 05:45:00,1020.50,53.0,48.9,85,0,269,1021.66,52.4,48.3,85,,214
2020-03-30 05:50:00,1020.50,53.0,48.9,85,0,0,1021.66,52.4,48.3,85,,230
2020-03-30 05:55:00,1020.40,53.0,48.9,85,0,268,1021.66,52.4,48.3,85,,213
2020-03-30 06:00:00,1020.50,53.0,48.9,85,0,264,,,,,,
2020-03-30 06:15:00,1020.70,52.0,48.2,86,0,259,,,,,,
2020-03-30 06:30:00,1020.50,52.0,48.2,86,0,250,,,,,,
2020-03-30 06:40:00,1020.50,53.0,49.2,86,0,260,1021.58,52.6,48.3,85,,215
2020-03-30 06:45:00,1020.30,53.0,49.2,86,0,262,1021.58,52.6,48.3,85,,213
2020-03-30 06:50:00,1020.20,53.0,49.2,86,0,260,1021.58,52.6,48.3,85,,213
2020-03-30 06:55:00,1020.30,53.0,49.2,86,0,264,1021.58,52.6,48.3,85,,213
2020-03-30 07:00:00,1020.60,53.0,49.2,86,0,270,,,,,,
2020-03-30 07:15:00,1020.70,53.0,49.2,86,0,270,,,,,,
2020-03-30 07:30:00,1020.80,53.0,49.2,86,0,263,,,,,,
2020-03-30 07:40:00,1020.70,53.0,49.2,86,0,272,1022.09,52.2,47.5,83,,214
2020-03-30 07:45:00,1020.60,53.0,49.2,86,1,271,1022.09,52.2,47.5,83,,213
2020-03-30 07:50:00,1020.70,53.0,49.2,86,1,274,1022.09,52.2,47.5,83,,213
2020-03-30 07:55:00,1020.80,53.0,48.9,85,1,272,1022.09,52.2,47.5,83,,213
2020-03-30 08:00:00,1020.90,53.0,48.9,85,1,271,,,,,,
2020-03-30 08:15:00,1020.80,53.0,48.6,84,0,274,,,,,,
2020-03-30 08:30:00,1020.90,53.0,48.6,84,0,256,,,,,,
2020-03-30 08:40:00,1021.20,52.0,47.6,84,0,0,1022.70,51.9,47.9,86,,231
2020-03-30 08:45:00,1021.20,52.0,47.6,84,0,0,1022.70,51.9,47.9,86,,231
2020-03-30 08:50:00,1021.20,52.0,47.6,84,0,275,1022.70,51.9,47.9,86,,213
2020-03-30 08:55:00,1021.20,52.0,47.6,84,0,275,1022.70,51.9,47.9,86,,213
2020-03-30 09:00:00,1021.20,52.0,47.6,84,0,311,,,,,,
2020-03-30 09:05:00,1021.20,52.0,47.6,84,0,311,,,,,,
2020-03-30 09:30:00,1021.20,52.0,47.6,84,0,271,,,,,,
2020-03-30 09:40:00,1021.50,52.0,47.6,84,0,265,1022.92,52.0,47.6,85,,213
2020-03-30 09:45:00,1021.40,52.0,47.6,84,0,261,1022.92,52.0,47.6,85,,213
2020-03-30 09:50:00,1021.40,52.0,47.6,84,0,0,1022.92,52.0,47.6,85,,230
2020-03-30 09:55:00,1021.40,52.0,47.6,84,0,0,1022.92,52.0,47.6,85,,230
2020-03-30 10:00:00,1021.40,52.0,47.9,85,0,269,,,,,,
2020-03-30 10:15:00,1021.70,52.0,47.6,84,0,242,,,,,,
2020-03-30 10:30:00,1022.00,53.0,48.0,83,0,243,,,,,,
2020-03-30 10:40:00,1022.10,53.0,47.0,79,0,268,1023.48,52.4,46.2,79,,213
2020-03-30 10:45:00,1022.10,53.0,47.0,79,0,268,1023.48,52.4,46.2,79,,213
2020-03-30 10:50:00,1022.20,53.0,47.0,79,0,0,1023.48,52.4,46.2,79,,230
2020-03-30 10:55:00,1022.30,53.0,47.0,79,0,0,1023.48,52.4,46.2,79,,230
2020-03-30 11:00:00,1022.30,53.0,47.0,80,0,264,,,,,,
2020-03-30 11:15:00,1022.50,53.0,46.7,78,0,271,,,,,,
2020-03-30 11:30:00,1022.50,53.0,46.3,78,0,272,,,,,,
2020-03-30 11:40:00,1022.70,53.0,46.3,77,0,269,1023.82,52.2,45.8,78,,213
2020-03-30 11:45:00,1022.50,53.0,46.3,77,0,269,1023.82,52.2,45.8,78,,213
2020-03-30 11:50:00,1022.60,52.0,45.7,78,0,280,1023.82,52.2,45.8,78,,213
2020-03-30 11:55:00,1022.70,52.0,45.7,78,0,0,1023.82,52.2,45.8,78,,230
2020-03-30 12:00:00,1022.80,52.0,45.7,78,0,260,,,,,,
2020-03-30 12:15:00,1022.80,52.0,45.7,78,0,261,,,,,,
2020-03-30 12:30:00,1022.80,52.0,45.4,77,0,201,,,,,,
2020-03-30 12:40:00,1022.90,52.0,45.4,77,0,0,1024.20,52.4,45.2,76,,231
2020-03-30 12:45:00,1022.80,52.0,45.4,77,0,0,1024.20,52.4,45.2,76,,231
2020-03-30 12:50:00,1022.70,53.0,46.3,77,0,0,1024.20,52.4,45.2,76,,230
2020-03-30 12:55:00,1022.80,53.0,46.3,77,0,0,1024.20,52.4,45.2,76,,230
2020-03-30 13:00:00,1022.80,53.0,46.3,78,0,135,,,,,,
2020-03-30 13:15:00,1022.90,53.0,46.3,78,0,141,,,,,,
2020-03-30 13:30:00,1023.30,53.0,46.7,78,0,0,,,,,,
2020-03-30 13:45:00,1023.40,53.0,46.7,78,0,137,,,,,,
2020-03-30 14:00:00,1023.60,53.0,46.7,78,0,147,,,,,,
2020-03-30 14:15:00,1023.70,53.0,46.7,78,0,0,,,,,,
2020-03-30 14:30:00,1024.00,53.0,46.7,78,0,143,,,,,,
2020-03-30 14:45:00,1024.20,53.0,46.3,78,0,160,,,,,,
2020-03-30 15:00:00,1024.30,54.0,47.3,78,0,0,,,,,,
2020-03-30 15:15:00,1024.30,54.0,47.3,78,0,153,,,,,,
2020-03-30 15:30:00,1024.20,54.0,47.0,76,0,126,,,,,,
2020-03-30 15:45:00,1024.20,55.0,47.6,75,0,113,,,,,,
2020-03-30 16:00:00,1024.40,57.0,48.4,72,0,162,,,,,,
2020-03-30 16:15:00,1024.60,58.0,48.3,70,0,161,,,,,,
2020-03-30 16:30:00,1024.80,58.0,47.9,69,0,134,,,,,,
2020-03-30 16:45:00,1024.90,57.0,46.9,69,0,262,,,,,,
2020-03-30 17:00:00,1024.80,57.0,46.9,69,0,178,,,,,,
2020-03-30 17:15:00,1024.90,58.0,47.1,66,0,210,,,,,,
2020-03-30 17:30:00,1025.10,59.0,47.6,65,1,189,,,,,,
2020-03-30 17:45:00,1025.30,60.0,46.9,61,0,158,,,,,,
2020-03-30 18:00:00,1025.30,58.0,47.5,68,1,24,,,,,,
2020-03-30 18:15:00,1025.40,57.0,47.3,69,1,85,,,,,,
2020-03-30 18:30:00,1025.50,58.0,47.9,69,0,215,,,,,,
2020-03-30 18:45:00,1025.60,58.0,47.9,69,0,183,,,,,,
2020-03-30 19:00:00,1025.40,58.0,47.9,69,0,58,,,,,,
2020-03-30 19:15:00,1025.40,59.0,48.5,67,0,85,,,,,,
2020-03-30 19:30:00,1025.20,61.0,48.7,63,0,137,,,,,,
2020-03-30 19:45:00,1025.20,61.0,48.7,63,0,247,,,,,,
2020-03-30 20:00:00,1025.00,62.0,48.8,62,1,218,,,,,,
2020-03-30 20:15:00,1025.00,62.0,48.8,62,2,224,,,,,,
2020-03-30 20:30:00,1025.00,63.0,48.9,59,2,207,,,,,,
2020-03-30 20:45:00,1025.10,63.0,48.9,59,1,220,,,,,,
2020-03-30 21:00:00,1024.90,61.0,47.5,60,2,277,,,,,,
2020-03-30 21:15:00,1024.80,61.0,47.5,60,2,257,,,,,,
2020-03-30 21:30:00,1024.60,60.0,47.4,62,3,256,,,,,,
2020-03-30 21:45:00,1024.50,61.0,47.9,61,2,268,,,,,,
2020-03-30 22:00:00,1024.50,62.0,48.4,60,1,279,,,,,,
2020-03-30 22:15:00,1024.40,60.0,48.2,65,3,277,,,,,,
2020-03-30 22:30:00,1024.20,61.0,49.1,65,2,272,,,,,,
2020-03-30 22:45:00,1024.20,61.0,48.7,63,1,261,,,,,,
2020-03-30 23:00:00,1024.20,61.0,49.1,65,2,251,,,,,,
2020-03-30 23:15:00,1024.00,61.0,48.7,63,1,254,,,,,,
2020-03-30 23:30:00,1024.10,61.0,50.0,66,2,245,,,,,,
2020-03-30 23:45:00,1024.00,61.0,50.0,66,1,289,,,,,,
2020-03-31 00:00:00,1023.70,60.0,48.6,65,2,261,1025.41,56.4,49.6,77,7.7,255
2020-03-31 00:05:00,1023.60,60.0,49.0,66,2,261,1025.41,56.4,49.6,77,7.7,255
2020-03-31 00:10:00,1023.60,60.0,49.0,66,2,252,1025.41,56.4,49.6,77,7.7,255
2020-03-31 00:15:00,1023.60,60.0,49.0,66,2,259,1025.41,56.4,49.6,77,7.7,255
2020-03-31 00:20:00,1023.60,60.0,49.0,66,2,277,1025.41,56.4,41.0,56,7.7,255
2020-03-31 00:25:00,1023.60,59.0,48.8,68,2,276,1025.41,56.4,41.1,56,7.7,255
2020-03-31 00:30:00,1023.60,59.0,48.8,68,2,269,1025.41,56.4,41.1,56,7.7,255
2020-03-31 00:35:00,1023.50,59.0,49.6,70,1,266,1025.36,56.4,41.0,56,7.6,255
2020-03-31 00:40:00,1023.60,59.0,50.0,71,2,264,1025.31,56.4,49.9,78,6.4,274
2020-03-31 00:45:00,1023.60,59.0,50.4,72,2,274,1025.31,56.4,49.9,78,6.4,274
2020-03-31 00:50:00,1023.60,59.0,50.0,71,2,280,1025.31,56.4,49.9,78,7.5,271
2020-03-31 00:55:00,1023.80,58.0,49.8,73,2,262,1025.31,56.4,49.9,78,6.8,272
2020-03-31 01:00:00,1023.80,58.0,50.1,74,2,258,1025.31,56.4,49.9,78,6.8,272
2020-03-31 01:05:00,1023.70,58.0,50.5,75,2,261,1025.31,56.4,49.9,78,6.8,272
2020-03-31 01:10:00,1023.60,58.0,50.8,76,1,264,1025.31,56.4,49.9,78,6.8,272
2020-03-31 01:15:00,1023.70,58.0,50.1,74,1,265,1025.31,56.4,49.9,78,6.8,272
2020-03-31 01:20:00,1023.80,58.0,50.8,76,1,276,1025.31,56.4,49.9,78,6.8,272
2020-03-31 01:25:00,1023.70,58.0,50.8,76,2,278,1025.31,56.4,49.9,78,6.8,272
2020-03-31 01:30:00,1023.60,58.0,50.5,75,1,272,1025.31,56.4,50.7,81,6.8,272
2020-03-31 01:35:00,1023.60,58.0,50.5,75,1,268,1025.31,56.4,49.8,78,6.8,272
2020-03-31 01:40:00,1023.60,58.0,50.8,76,1,261,1025.27,55.3,49.9,82,6.8,274
2020-03-31 01:45:00,1023.80,57.0,49.5,75,1,259,1025.27,55.3,49.9,82,8.1,271
2020-03-31 01:50:00,1023.70,57.0,49.9,76,1,267,1025.27,55.3,49.9,82,8.1,271
2020-03-31 01:55:00,1023.70,57.0,49.9,76,1,276,1025.27,55.3,49.9,82,8.1,271
2020-03-31 02:00:00,1023.80,57.0,50.2,77,1,267,1025.27,55.3,49.9,82,6.8,274
2020-03-31 02:05:00,1023.80,57.0,50.5,78,1,270,1025.27,55.3,49.9,82,6.8,274
2020-03-31 02:10:00,1023.80,56.0,49.6,78,1,308,1025.27,55.3,49.9,82,6.8,274
2020-03-31 02:15:00,1023.90,56.0,49.6,78,1,321,1025.27,55.3,49.9,82,6.8,274
2020-03-31 02:20:00,1024.00,56.0,49.2,77,1,325,1025.27,55.3,49.9,82,6.8,274
2020-03-31 02:25:00,1023.80,56.0,49.2,77,1,319,1025.28,54.8,49.5,82,7.0,274
2020-03-31 02:30:00,1024.00,56.0,49.2,77,1,306,1025.28,54.8,49.5,82,7.0,274
2020-03-31 02:35:00,1023.90,56.0,49.6,78,1,310,1025.38,54.8,49.2,81,7.0,274
2020-03-31 02:40:00,1024.00,56.0,49.6,78,0,315,1025.38,54.8,49.2,81,7.0,274
2020-03-31 02:45:00,1023.90,56.0,49.6,78,0,296,1025.38,54.8,49.2,81,7.0,274
2020-03-31 02:50:00,1024.00,56.0,49.6,78,0,317,1025.38,54.8,49.5,82,7.0,274
2020-03-31 02:55:00,1023.80,55.0,48.6,78,0,290,1025.38,54.8,49.5,82,7.0,274
2020-03-31 03:00:00,1023.80,55.0,48.6,78,0,0,1025.38,54.8,49.5,82,7.0,291
2020-03-31 03:05:00,1023.70,55.0,48.9,79,0,0,1025.38,54.8,49.5,82,7.0,291
2020-03-31 03:10:00,1023.80,55.0,48.9,79,0,0,1025.38,54.8,49.5,82,7.0,291
2020-03-31 03:15:00,1023.70,55.0,48.9,79,0,272,1025.38,54.8,49.5,82,7.0,274
2020-03-31 03:20:00,1023.80,55.0,48.9,79,0,266,1025.38,54.8,49.9,83,7.0,274
2020-03-31 03:25:00,1023.90,55.0,48.9,79,0,294,1025.38,54.8,49.9,83,7.0,274
2020-03-31 03:30:00,1023.90,55.0,49.3,80,0,330,1025.38,54.8,49.9,83,7.0,274
2020-03-31 03:35:00,1024.00,55.0,49.3,80,0,347,1025.38,54.8,49.9,83,7.0,274
2020-03-31 03:40:00,1024.00,55.0,49.3,80,0,354,1025.53,54.0,48.7,82,3.6,287
2020-03-31 03:45:00,1024.10,55.0,49.3,80,1,336,1025.53,54.0,48.7,82,3.6,287
2020-03-31 03:50:00,1024.20,55.0,49.3,80,1,336,1025.53,54.0,48.7,82,3.7,286
2020-03-31 03:55:00,1024.10,55.0,49.6,81,1,355,1025.53,54.0,48.7,82,3.7,286
2020-03-31 04:00:00,1024.20,55.0,49.3,80,0,340,1025.53,54.0,48.7,82,3.6,287
2020-03-31 04:05:00,1024.10,54.0,48.3,80,0,0,1025.53,54.1,48.7,82,3.6,304
2020-03-31 04:15:00,1024.10,54.0,48.3,80,0,304,1025.53,54.1,48.7,82,3.6,287
2020-03-31 04:20:00,1024.10,55.0,49.3,80,0,270,1025.53,54.0,48.7,82,3.6,287
2020-03-31 04:25:00,1024.10,54.0,48.0,79,1,260,1025.53,54.1,48.7,82,3.6,287
2020-03-31 04:30:00,1024.20,54.0,48.3,80,1,257,1025.53,54.1,48.7,82,3.6,287
2020-03-31 04:35:00,1024.20,54.0,48.3,80,0,259,1025.53,54.1,48.9,82,3.6,287
2020-03-31 04:40:00,1024.20,54.0,48.3,80,0,262,1025.66,54.0,48.8,82,3.1,260
2020-03-31 04:45:00,1024.20,54.0,48.6,81,0,270,1025.66,54.0,48.7,82,3.1,260
2020-03-31 04:50:00,1024.20,54.0,48.6,81,0,0,1025.66,54.0,48.7,82,3.1,278
2020-03-31 04:55:00,1024.20,54.0,48.6,81,0,0,1025.66,54.0,48.7,82,3.1,278
2020-03-31 05:00:00,1024.20,54.0,49.0,82,0,268,1025.66,54.0,48.8,82,2.9,261
2020-03-31 05:05:00,1024.20,54.0,49.3,83,0,272,1025.66,54.0,48.8,82,2.9,261
2020-03-31 05:10:00,1024.20,54.0,49.3,83,0,268,1025.66,54.0,48.8,82,2.9,261
2020-03-31 05:15:00,1024.20,54.0,49.6,84,0,271,1025.66,54.0,48.8,82,2.9,261
2020-03-31 05:20:00,1024.20,54.0,49.6,84,0,295,1025.66,54.0,48.8,82,2.9,261
2020-03-31 05:25:00,1024.30,54.0,49.6,84,0,0,1025.66,54.0,48.8,82,2.9,278
2020-03-31 05:30:00,1024.20,54.0,49.6,84,0,0,1025.66,54.0,48.8,82,2.9,278
2020-03-31 05:35:00,1024.10,54.0,49.9,85,0,0,1025.66,54.0,39.5,57,2.9,278
2020-03-31 05:40:00,1024.10,54.0,49.9,85,0,0,1025.68,53.5,48.7,83,2.2,296
2020-03-31 05:45:00,1024.10,54.0,49.9,85,0,0,1025.68,53.5,48.7,83,2.2,296
2020-03-31 05:50:00,1024.00,54.0,49.9,85,0,0,1025.64,53.5,48.7,83,2.2,296
2020-03-31 05:55:00,1024.00,54.0,49.9,85,0,0,1025.64,53.5,48.7,83,2.2,296
2020-03-31 06:00:00,1024.10,54.0,49.6,84,0,0,1025.64,53.5,48.7,83,2.2,296
2020-03-31 06:05:00,1024.10,53.0,48.6,84,0,0,1025.68,53.5,48.7,83,2.2,296
2020-03-31 06:10:00,1024.10,53.0,48.6,84,0,0,1025.68,53.5,48.7,83,2.2,296
2020-03-31 06:15:00,1024.10,53.0,48.6,84,0,356,1025.68,53.5,48.7,83,2.2,279
2020-03-31 06:20:00,1024.10,53.0,48.6,84,0,0,1025.68,53.5,48.7,83,2.2,296
2020-03-31 06:25:00,1024.00,53.0,48.6,84,0,0,1025.68,53.5,39.4,58,2.2,296
2020-03-31 06:30:00,1023.90,53.0,48.6,84,0,0,1025.68,53.5,39.4,58,2.2,296
2020-03-31 06:35:00,1024.00,53.0,48.6,84,0,0,1025.68,53.5,39.4,58,2.2,296
2020-03-31 06:40:00,1023.90,53.0,48.6,84,0,0,1025.40,52.9,48.6,85,1.1,327
2020-03-31 06:45:00,1023.90,53.0,48.6,84,0,0,1025.40,52.9,48.6,85,1.1,327
2020-03-31 06:50:00,1024.00,53.0,48.6,84,0,262,1025.40,52.9,48.6,85,1.1,309
2020-03-31 06:55:00,1024.00,53.0,48.6,84,0,261,1025.40,52.9,48.6,85,1.1,309
2020-03-31 07:00:00,1024.00,53.0,48.6,84,0,0,1025.40,52.9,48.6,85,1.1,327
2020-03-31 07:05:00,1024.00,53.0,48.6,84,0,0,1025.40,52.9,48.6,85,1.1,327
2020-03-31 07:10:00,1023.90,53.0,48.6,84,0,0,1025.40,52.9,48.6,85,1.1,327
2020-03-31 07:15:00,1023.90,53.0,48.9,85,0,0,1025.40,52.9,48.6,85,1.1,327
2020-03-31 07:20:00,1023.90,53.0,48.9,85,0,0,1025.40,52.9,48.6,85,1.1,327
2020-03-31 07:25:00,1023.90,53.0,48.9,85,0,0,1025.36,53.3,48.1,82,0.6,309
2020-03-31 07:30:00,1024.00,53.0,48.9,85,0,0,1025.36,53.3,48.1,82,0.6,309
