"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2020-03-29 17:25:00,990.40,59.0,21.3,22,1,180,,,,,,
2020-03-29 17:35:00,990.40,59.0,20.2,22,1,180,,,,,,
2020-03-29 17:55:00,990.40,59.0,20.2,22,0,180,,,,,,
2020-03-29 18:15:00,990.20,58.0,20.4,22,0,165,,,,,,
2020-03-29 18:25:00,990.10,58.0,21.4,23,0,180,,,,,,
2020-03-29 18:46:00,990.00,58.0,21.4,23,1,180,,,,,,
2020-03-29 18:55:00,989.90,58.0,21.4,23,1,180,,,,,,
2020-03-29 19:15:00,989.90,57.0,20.6,24,1,180,,,,,,
2020-03-29 19:25:00,989.90,57.0,21.5,25,1,180,,,,,,
2020-03-29 19:45:00,989.90,57.0,19.6,23,2,180,,,,,,
2020-03-29 19:55:00,990.10,56.0,24.2,28,4,334,,,,,,
2020-03-29 20:15:00,990.50,51.0,28.1,41,4,353,,,,,,
2020-03-29 20:25:00,990.50,49.0,28.1,44,6,351,,,,,,
2020-03-29 20:35:00,990.50,49.0,29.1,45,4,5,,,,,,
2020-03-29 20:55:00,990.40,47.0,28.8,48,3,354,,,,,,
2020-03-29 21:15:00,990.50,47.0,29.3,50,3,0,,,,,,
2020-03-29 21:25:00,990.50,46.0,28.9,51,4,341,,,,,,
2020-03-29 21:45:00,990.60,46.0,28.4,49,5,355,,,,,,
2020-03-29 21:55:00,990.70,45.0,27.5,49,5,0,,,,,,
2020-03-29 22:05:00,991.40,44.0,27.5,52,5,31,,,,,,
2020-03-30 01:15:00,991.20,38.0,30.5,73,4,6,,,,,,
2020-03-30 01:26:00,991.30,38.0,30.5,73,5,335,,,,,,
2020-03-30 01:45:00,991.00,37.0,28.5,71,6,6,,,,,,
2020-03-30 01:55:00,991.00,37.0,28.5,71,3,343,,,,,,
2020-03-30 02:15:00,990.50,37.0,28.5,71,5,6,,,,,,
2020-03-30 02:25:00,990.40,37.0,28.8,72,6,9,,,,,,
2020-03-30 02:45:00,990.70,36.0,28.2,73,5,348,,,,,,
2020-03-30 02:55:00,990.70,36.0,28.5,73,6,0,,,,,,
2020-03-30 03:15:00,990.90,35.0,28.2,75,7,0,,,,,,
2020-03-30 03:25:00,991.00,35.0,28.5,76,6,357,,,,,,
2020-03-30 03:45:00,991.20,34.0,27.2,75,6,20,,,,,,
2020-03-30 03:56:00,991.40,34.0,27.6,76,4,358,,,,,,
2020-03-30 04:15:00,991.70,33.0,26.6,76,7,332,,,,,,
2020-03-30 04:25:00,991.70,33.0,26.9,77,6,342,,,,,,
2020-03-30 04:45:00,991.80,33.0,26.6,76,6,8,,,,,,
2020-03-30 04:55:00,992.00,33.0,26.6,76,7,356,,,,,,
2020-03-30 05:15:00,992.10,33.0,26.0,75,6,1,,,,,,
2020-03-30 05:25:00,992.10,33.0,26.0,75,5,337,,,,,,
2020-03-30 05:45:00,992.20,33.0,25.6,73,6,343,,,,,,
2020-03-30 05:55:00,992.20,33.0,25.3,73,6,9,,,,,,
2020-03-30 06:15:00,992.40,33.0,25.0,72,4,9,,,,,,
2020-03-30 06:26:00,992.50,33.0,25.0,72,5,349,,,,,,
2020-03-30 06:46:00,992.50,33.0,24.6,70,6,0,,,,,,
2020-03-30 06:55:00,992.40,34.0,25.6,70,4,29,,,,,,
2020-03-30 07:15:00,992.50,34.0,24.9,69,7,348,,,,,,
2020-03-30 07:25:00,992.40,34.0,24.9,69,6,4,,,,,,
2020-03-30 07:45:00,992.50,34.0,24.2,66,7,8,,,,,,
2020-03-30 07:55:00,992.60,34.0,24.2,66,6,10,,,,,,
2020-03-30 08:15:00,992.70,34.0,23.1,63,6,325,,,,,,
2020-03-30 08:26:00,992.60,34.0,23.1,63,5,352,,,,,,
2020-03-30 08:46:00,992.80,35.0,23.3,62,6,329,,,,,,
2020-03-30 08:55:00,992.90,34.0,22.4,62,5,331,,,,,,
2020-03-30 09:05:00,992.80,34.0,22.8,63,6,341,,,,,,
2020-03-30 09:26:00,992.90,34.0,22.8,63,3,271,,,,,,
2020-03-30 09:35:00,992.80,35.0,23.3,62,3,18,,,,,,
2020-03-30 09:55:00,993.00,35.0,22.9,61,6,4,,,,,,
2020-03-30 10:15:00,993.30,35.0,22.5,60,6,356,,,,,,
2020-03-30 10:26:00,993.10,35.0,22.5,60,7,325,,,,,,
2020-03-30 10:46:00,993.20,35.0,22.5,60,5,13,,,,,,
2020-03-30 10:55:00,993.30,34.0,21.6,59,6,339,,,,,,
2020-03-30 11:15:00,993.40,35.0,22.5,60,3,165,,,,,,
2020-03-30 11:26:00,993.50,34.0,21.6,59,6,355,,,,,,
2020-03-30 11:35:00,993.80,34.0,21.6,59,6,9,,,,,,
2020-03-30 11:55:00,993.80,34.0,22.8,63,7,354,,,,,,
2020-03-30 12:15:00,993.80,33.0,22.5,65,6,340,,,,,,
2020-03-30 12:25:00,994.00,33.0,22.9,65,7,5,,,,,,
2020-03-30 12:46:00,994.20,33.0,24.3,69,6,18,,,,,,
2020-03-30 12:56:00,994.30,33.0,25.0,72,4,47,,,,,,
2020-03-30 13:15:00,994.20,33.0,24.3,69,6,8,,,,,,
2020-03-30 13:26:00,994.20,33.0,24.3,69,5,342,,,,,,
2020-03-30 13:46:00,994.40,33.0,24.0,69,4,349,,,,,,
2020-03-30 13:55:00,994.30,33.0,23.6,67,3,147,,,,,,
2020-03-30 14:15:00,994.40,33.0,24.0,69,7,349,,,,,,
2020-03-30 14:26:00,994.50,32.0,23.3,69,8,0,,,,,,
2020-03-30 14:46:00,994.60,32.0,23.7,71,6,17,,,,,,
2020-03-30 14:55:00,994.50,32.0,23.7,71,5,359,,,,,,
2020-03-30 15:15:00,994.80,32.0,23.7,71,6,5,,,,,,
2020-03-30 15:26:00,994.90,32.0,23.3,69,7,355,,,,,,
2020-03-30 15:46:00,995.00,32.0,24.3,72,9,354,,,,,,
2020-03-30 15:56:00,995.10,31.0,23.7,73,6,0,,,,,,
2020-03-30 16:15:00,995.20,31.0,24.6,76,6,14,,,,,,
2020-03-30 16:26:00,995.20,30.0,24.3,78,10,353,,,,,,
2020-03-30 16:46:00,995.40,30.0,25.2,81,4,4,,,,,,
2020-03-30 16:55:00,995.50,30.0,25.2,81,5,7,,,,,,
2020-03-30 17:15:00,995.80,29.0,24.5,83,6,342,,,,,,
2020-03-30 17:26:00,995.90,29.0,24.5,83,7,3,,,,,,
2020-03-30 17:40:00,996.00,29.0,24.5,83,6,348,,,,,,
2020-03-30 17:50:00,996.00,29.0,24.5,83,6,339,,,,,,
2020-03-30 18:15:00,996.10,29.0,25.1,85,5,7,,,,,,
2020-03-30 18:26:00,996.10,29.0,25.1,85,6,353,,,,,,
2020-03-30 18:46:00,996.10,29.0,24.8,83,6,329,,,,,,
2020-03-30 18:55:00,996.00,29.0,24.8,83,5,307,,,,,,
2020-03-30 19:15:00,996.00,29.0,24.8,83,6,47,,,,,,
2020-03-30 19:26:00,995.80,29.0,24.2,82,8,359,,,,,,
2020-03-30 19:46:00,996.00,29.0,23.3,79,5,331,,,,,,
2020-03-30 19:56:00,996.10,29.0,23.0,78,7,20,,,,,,
2020-03-30 20:15:00,996.10,29.0,23.3,79,5,7,,,,,,
2020-03-30 20:26:00,996.00,29.0,23.6,80,5,3,,,,,,
2020-03-30 20:46:00,996.00,29.0,23.6,80,6,38,,,,,,
2020-03-30 20:55:00,995.90,28.0,22.6,79,7,21,,,,,,
2020-03-30 21:15:00,996.10,28.0,21.7,77,7,341,,,,,,
2020-03-30 21:26:00,995.90,28.0,21.1,75,6,5,,,,,,
2020-03-30 21:46:00,996.00,28.0,21.1,75,7,347,,,,,,
2020-03-30 21:55:00,996.00,28.0,20.8,73,6,1,,,,,,
2020-03-30 22:15:00,996.00,28.0,20.2,71,9,9,,,,,,
2020-03-30 22:26:00,995.90,28.0,19.8,70,3,261,,,,,,
2020-03-30 22:46:00,996.00,28.0,19.5,69,6,79,,,,,,
2020-03-30 22:55:00,996.10,28.0,19.2,69,6,3,,,,,,
2020-03-30 23:15:00,996.20,28.0,19.2,69,6,357,,,,,,
2020-03-30 23:26:00,996.10,28.0,19.2,69,6,360,,,,,,
2020-03-30 23:46:00,996.10,28.0,18.8,68,9,360,,,,,,
2020-03-30 23:55:00,996.10,28.0,18.1,65,7,3,,,,,,
2020-03-31 00:15:00,996.00,27.0,16.8,65,6,2,,,,,,
2020-03-31 00:26:00,995.70,27.0,17.2,66,6,359,,,,,,
2020-03-31 00:46:00,995.80,27.0,17.5,67,6,350,,,,,,
2020-03-31 01:15:00,995.60,27.0,17.5,67,6,338,,,,,,
2020-03-31 01:26:00,995.70,27.0,17.2,66,7,359,,,,,,
2020-03-31 01:46:00,995.60,27.0,17.9,68,6,354,,,,,,
2020-03-31 02:15:00,995.40,26.0,17.6,69,4,343,,,,,,
2020-03-31 02:26:00,995.50,27.0,18.2,69,7,347,,,,,,
2020-03-31 02:46:00,995.70,27.0,17.9,68,8,11,,,,,,
2020-03-31 03:15:00,995.70,27.0,16.8,65,5,273,,,,,,
2020-03-31 03:26:00,995.70,27.0,16.8,65,6,321,,,,,,
2020-03-31 03:46:00,995.80,27.0,16.5,64,7,0,,,,,,
2020-03-31 04:15:00,995.70,26.0,17.2,69,6,323,,,,,,
2020-03-31 04:26:00,995.70,26.0,17.2,69,6,353,,,,,,
2020-03-31 04:46:00,995.80,26.0,17.6,69,9,347,,,,,,
2020-03-31 05:15:00,995.70,26.0,18.2,71,6,29,,,,,,
2020-03-31 05:26:00,995.70,26.0,18.6,72,3,357,,,,,,
2020-03-31 05:46:00,995.60,26.0,18.9,73,7,3,,,,,,
2020-03-31 06:15:00,995.70,26.0,18.6,72,6,12,,,,,,
2020-03-31 06:26:00,995.80,26.0,18.9,73,6,41,,,,,,
2020-03-31 06:46:00,995.90,26.0,19.2,74,6,331,,,,,,
2020-03-31 07:15:00,996.10,26.0,20.4,79,4,358,,,,,,
2020-03-31 07:26:00,996.10,26.0,20.7,79,6,9,,,,,,
2020-03-31 07:46:00,996.10,26.0,20.7,79,5,15,,,,,,
2020-03-31 08:15:00,996.30,26.0,20.4,79,6,346,,,,,,
2020-03-31 08:26:00,996.30,26.0,20.4,79,4,354,,,,,,
2020-03-31 08:35:00,996.50,26.0,20.4,79,6,333,,,,,,
2020-03-31 09:06:00,996.70,26.0,20.7,79,8,1,,,,,,
2020-03-31 09:26:00,996.70,26.0,20.4,79,6,18,,,,,,
2020-03-31 09:46:00,996.80,27.0,21.1,77,2,351,,,,,,
2020-03-31 10:15:00,997.00,27.0,21.1,77,4,357,,,,,,
2020-03-31 10:26:00,997.00,27.0,21.4,78,5,347,,,,,,
2020-03-31 10:46:00,997.20,27.0,21.1,77,8,277,,,,,,
2020-03-31 11:15:00,997.40,27.0,20.1,74,8,69,,,,,,
2020-03-31 11:26:00,997.40,27.0,19.5,73,4,15,,,,,,
2020-03-31 11:46:00,997.40,28.0,19.8,70,6,360,,,,,,
2020-03-31 12:15:00,997.50,28.0,19.2,69,6,336,,,,,,
2020-03-31 12:26:00,997.70,28.0,17.8,65,6,348,,,,,,
2020-03-31 12:46:00,997.80,28.0,18.1,65,4,327,,,,,,
2020-03-31 13:15:00,997.80,28.0,18.5,66,6,4,,,,,,
2020-03-31 13:26:00,997.90,28.0,16.7,62,6,307,,,,,,
2020-03-31 13:35:00,997.80,28.0,18.1,65,5,356,,,,,,
2020-03-31 14:15:00,997.80,29.0,13.6,51,4,331,,,,,,
2020-03-31 14:26:00,997.80,29.0,12.7,50,3,24,,,,,,
2020-03-31 14:46:00,998.00,29.0,10.3,45,4,349,,,,,,
2020-03-31 15:06:00,998.10,30.0,6.9,37,7,2,,,,,,
2020-03-31 15:26:00,998.10,30.0,4.4,32,6,6,,,,,,
2020-03-31 15:46:00,998.20,30.0,3.8,32,4,342,,,,,,
2020-03-31 16:15:00,998.00,30.0,3.8,32,4,15,,,,,,
2020-03-31 16:26:00,998.10,30.0,3.8,32,4,8,,,,,,
2020-03-31 16:46:00,998.20,30.0,3.8,32,0,3,,,,,,
2020-03-31 17:15:00,998.20,30.0,3.1,30,3,21,,,,,,
2020-03-31 17:26:00,998.20,30.0,3.1,30,2,182,,,,,,
2020-03-31 17:35:00,998.10,30.0,3.8,32,1,15,,,,,,
2020-03-31 18:15:00,997.90,30.0,3.1,30,0,180,,,,,,
2020-03-31 18:26:00,997.80,30.0,3.8,32,0,180,,,,,,
2020-03-31 18:46:00,997.70,30.0,3.1,30,0,196,,,,,,
2020-03-31 19:15:00,997.50,30.0,3.8,32,3,175,,,,,,
2020-03-31 19:26:00,997.50,30.0,4.4,32,2,180,,,,,,
2020-03-31 19:46:00,997.50,30.0,5.1,33,2,180,,,,,,
2020-03-31 20:15:00,997.30,29.0,4.2,34,2,185,,,,,,
2020-03-31 20:26:00,997.30,29.0,4.2,34,3,180,,,,,,
2020-03-31 20:46:00,997.30,29.0,4.2,34,1,180,,,,,,
2020-03-31 21:06:00,997.20,29.0,4.2,34,3,193,,,,,,
2020-03-31 21:26:00,997.20,29.0,4.2,34,3,180,,,,,,
2020-03-31 21:46:00,997.10,28.0,2.0,32,3,180,,,,,,
2020-03-31 22:15:00,996.90,28.0,1.3,31,4,180,,,,,,
2020-03-31 22:26:00,996.90,28.0,1.3,31,3,183,,,,,,
2020-03-31 22:46:00,996.80,27.0,0.4,31,4,177,,,,,,
2020-03-31 23:15:00,996.70,26.0,-0.4,31,3,183,,,,,,
2020-03-31 23:26:00,996.60,26.0,-0.4,31,5,188,,,,,,
2020-03-31 23:46:00,996.50,26.0,-0.4,31,3,181,,,,,,
2020-04-01 00:15:00,996.20,26.0,0.2,31,4,180,,,,,,
2020-04-01 00:26:00,996.10,26.0,0.2,31,4,180,,,,,,
2020-04-01 00:46:00,996.00,26.0,0.2,31,3,180,,,,,,
2020-04-01 00:55:00,995.90,26.0,0.2,31,4,187,,,,,,
2020-04-01 01:15:00,995.80,26.0,0.9,33,4,184,,,,,,
2020-04-01 01:26:00,995.70,25.0,0.0,32,3,180,,,,,,
2020-04-01 01:35:00,995.60,25.0,0.0,32,3,177,,,,,,
2020-04-01 01:55:00,995.60,25.0,0.0,32,4,180,,,,,,
2020-04-01 02:15:00,995.40,25.0,0.0,32,3,180,,,,,,
2020-04-01 02:26:00,995.40,25.0,0.0,32,3,180,,,,,,
2020-04-01 02:46:00,995.30,25.0,0.6,34,1,180,,,,,,
2020-04-01 02:55:00,995.20,25.0,1.3,35,2,180,,,,,,
2020-04-01 03:15:00,995.00,25.0,1.9,36,2,180,,,,,,
2020-04-01 03:26:00,995.00,25.0,1.9,36,3,180,,,,,,
2020-04-01 03:46:00,994.90,25.0,0.6,34,4,175,,,,,,
2020-04-01 03:55:00,994.80,25.0,0.0,32,3,180,,,,,,
2020-04-01 04:15:00,994.70,26.0,0.2,31,4,180,,,,,,
2020-04-01 04:26:00,994.60,26.0,0.2,31,3,180,,,,,,
2020-04-01 04:46:00,994.50,27.0,-1.0,29,5,180,,,,,,
2020-04-01 04:55:00,994.30,27.0,-1.7,28,5,180,,,,,,
2020-04-01 05:15:00,994.10,28.0,-0.8,28,7,180,,,,,,
2020-04-01 05:26:00,994.00,28.0,-0.8,28,6,180,,,,,,
2020-04-01 05:46:00,993.70,29.0,2.2,30,7,180,,,,,,
2020-04-01 05:55:00,993.60,29.0,1.5,29,4,180,,,,,,
2020-04-01 06:06:00,993.50,29.0,0.0,27,6,180,,,,,,
2020-04-01 06:26:00,993.30,31.0,0.2,26,6,180,,,,,,
2020-04-01 06:46:00,993.00,31.0,-0.7,25,6,180,,,,,,
2020-04-01 06:55:00,992.90,32.0,-0.7,23,5,180,,,,,,
2020-04-01 07:15:00,992.50,32.0,-2.5,21,7,180,,,,,,
2020-04-01 07:26:00,992.30,32.0,-3.5,21,7,187,,,,,,
2020-04-01 07:46:00,991.90,33.0,-0.7,22,6,183,,,,,,
2020-04-01 07:55:00,991.80,34.0,0.1,22,7,183,,,,,,
2020-04-01 08:15:00,991.20,34.0,-0.8,21,7,180,,,,,,
2020-04-01 08:26:00,991.00,34.0,0.1,22,6,180,,,,,,
2020-04-01 08:38:00,990.80,35.0,1.9,24,6,180,,,,,,
2020-04-01 08:55:00,990.50,36.0,5.3,26,7,180,,,,,,
2020-04-01 09:15:00,990.20,36.0,5.3,26,10,188,,,,,,
2020-04-01 09:26:00,990.10,36.0,5.3,26,7,180,,,,,,
2020-04-01 09:46:00,989.80,37.0,7.0,27,8,178,,,,,,
2020-04-01 09:55:00,989.70,37.0,7.0,27,6,180,,,,,,
2020-04-01 10:15:00,989.50,38.0,10.8,31,9,180,,,,,,
2020-04-01 10:26:00,989.40,38.0,10.1,30,10,186,,,,,,
2020-04-01 10:46:00,989.20,38.0,11.5,32,8,180,,,,,,
2020-04-01 10:55:00,989.10,38.0,12.2,33,7,180,,,,,,
2020-04-01 11:15:00,988.90,39.0,13.7,35,11,180,,,,,,
2020-04-01 11:26:00,989.00,38.0,14.1,37,9,180,,,,,,
2020-04-01 11:46:00,988.90,39.0,18.4,42,7,180,,,,,,
2020-04-01 11:55:00,988.80,38.0,18.6,45,8,180,,,,,,
2020-04-01 12:15:00,988.70,38.0,17.5,43,13,180,,,,,,
2020-04-01 12:26:00,988.50,39.0,18.4,42,9,182,,,,,,
2020-04-01 12:46:00,988.10,40.0,18.2,40,7,180,,,,,,
2020-04-01 12:55:00,988.10,39.0,16.8,40,7,180,,,,,,
2020-04-01 13:15:00,988.00,39.0,17.3,41,6,180,,,,,,
2020-04-01 13:26:00,988.00,39.0,17.9,42,8,180,,,,,,
2020-04-01 13:35:00,987.90,40.0,19.3,43,8,180,,,,,,
2020-04-01 13:56:00,987.90,38.0,20.6,49,7,180,,,,,,
2020-04-01 14:06:00,988.00,38.0,22.4,53,10,180,,,,,,
2020-04-02 02:15:00,987.00,36.0,26.8,68,6,186,,,,,,
2020-04-02 02:26:00,987.00,36.0,26.8,68,6,180,,,,,,
2020-04-02 02:35:00,987.20,36.0,26.8,68,6,180,,,,,,
2020-04-02 02:55:00,987.20,36.0,27.2,69,7,180,,,,,,
2020-04-02 03:06:00,987.30,36.0,27.2,69,6,180,,,,,,
2020-04-02 03:26:00,987.20,36.0,27.2,69,6,180,,,,,,
2020-04-02 03:46:00,987.40,37.0,28.1,69,5,180,,,,,,
2020-04-02 03:55:00,987.40,37.0,28.1,69,5,180,,,,,,
2020-04-02 04:15:00,987.40,37.0,28.1,69,6,180,,,,,,
2020-04-02 04:26:00,987.40,37.0,28.1,69,5,180,,,,,,
2020-04-02 04:46:00,987.50,37.0,28.1,69,6,183,,,,,,
2020-04-02 04:55:00,987.50,37.0,28.1,69,4,180,,,,,,
2020-04-02 05:15:00,987.60,37.0,27.8,68,6,180,,,,,,
2020-04-02 05:26:00,987.60,37.0,27.8,68,8,180,,,,,,
2020-04-02 05:35:00,987.70,38.0,30.1,73,5,180,,,,,,
2020-04-02 05:55:00,987.70,38.0,29.8,72,5,180,,,,,,
2020-04-02 06:26:00,987.80,38.0,28.4,67,6,180,,,,,,
2020-04-02 06:35:00,987.90,38.0,27.7,66,6,180,,,,,,
2020-04-02 06:55:00,988.00,38.0,27.7,66,7,174,,,,,,
2020-04-02 07:15:00,988.00,39.0,29.0,67,5,203,,,,,,
2020-04-02 07:26:00,987.90,39.0,29.0,67,5,180,,,,,,
2020-04-02 07:35:00,987.90,39.0,29.0,67,6,180,,,,,,
2020-04-02 07:55:00,987.90,39.0,28.2,65,5,180,,,,,,
2020-04-02 08:15:00,987.90,40.0,28.8,64,6,180,,,,,,
2020-04-02 08:26:00,987.90,40.0,28.4,63,6,180,,,,,,
2020-04-02 08:35:00,987.90,40.0,28.4,63,6,180,,,,,,
2020-04-02 08:55:00,987.80,41.0,29.0,61,6,180,,,,,,
2020-04-02 09:15:00,987.80,41.0,27.8,58,6,180,,,,,,
2020-04-02 09:26:00,987.70,42.0,29.1,59,6,180,,,,,,
2020-04-02 09:35:00,987.70,42.0,29.1,59,6,189,,,,,,
2020-04-02 09:55:00,987.80,41.0,28.6,61,6,170,,,,,,
2020-04-02 10:15:00,987.90,42.0,29.5,61,6,180,,,,,,
2020-04-02 10:26:00,988.00,42.0,29.9,62,8,180,,,,,,
2020-04-02 10:46:00,988.00,42.0,30.7,64,6,184,,,,,,
2020-04-02 10:55:00,988.00,41.0,30.5,66,6,180,,,,,,
2020-04-02 11:15:00,988.00,41.0,32.3,71,6,180,,,,,,
2020-04-02 11:26:00,987.90,41.0,32.3,71,5,180,,,,,,
2020-04-02 11:35:00,987.90,42.0,32.6,69,5,180,,,,,,
2020-04-02 11:55:00,988.10,42.0,31.5,66,8,182,,,,,,
2020-04-02 12:15:00,987.90,42.0,30.7,64,8,180,,,,,,
2020-04-02 12:26:00,987.80,42.0,30.7,64,6,180,,,,,,
2020-04-02 12:35:00,987.90,42.0,30.7,64,6,180,,,,,,
2020-04-02 12:56:00,987.90,43.0,30.5,60,6,180,,,,,,
2020-04-02 13:06:00,987.90,43.0,30.9,61,6,163,,,,,,
2020-04-02 13:26:00,988.10,41.0,31.6,68,7,180,,,,,,
2020-04-02 13:35:00,988.10,41.0,32.3,71,7,180,,,,,,
2020-04-02 13:55:00,988.10,41.0,32.7,72,5,180,,,,,,
2020-04-02 14:15:00,988.10,41.0,32.3,71,9,183,,,,,,
2020-04-02 14:26:00,988.10,41.0,32.3,71,6,180,,,,,,
2020-04-02 14:46:00,988.30,41.0,32.7,72,5,183,,,,,,
2020-04-02 14:55:00,988.30,41.0,32.3,71,5,180,,,,,,
2020-04-02 15:15:00,988.40,41.0,33.0,73,5,180,,,,,,
2020-04-02 15:26:00,988.40,41.0,33.4,74,6,184,,,,,,
2020-04-02 15:35:00,988.40,41.0,33.0,73,4,180,,,,,,
2020-04-02 15:55:00,988.40,41.0,32.7,72,3,175,,,,,,
2020-04-02 16:15:00,988.50,41.0,32.3,71,3,180,,,,,,
2020-04-02 16:26:00,988.50,41.0,32.3,71,6,180,,,,,,
2020-04-02 16:35:00,988.60,41.0,32.3,71,6,180,,,,,,
2020-04-02 16:55:00,988.70,41.0,33.0,73,6,185,,,,,,
2020-04-02 17:06:00,988.80,41.0,33.4,74,6,180,,,,,,
2020-04-02 17:26:00,988.80,40.0,33.1,76,6,180,,,,,,
2020-04-02 17:46:00,988.90,40.0,32.7,75,6,180,,,,,,
2020-04-02 17:56:00,989.00,40.0,32.7,75,6,180,,,,,,
2020-04-02 18:15:00,989.10,40.0,32.4,73,6,180,,,,,,
2020-04-02 18:26:00,989.20,40.0,32.4,73,5,177,,,,,,
2020-04-02 18:35:00,989.20,40.0,32.4,73,6,183,,,,,,
2020-04-02 18:55:00,989.40,41.0,33.0,73,5,183,,,,,,
2020-04-02 19:15:00,989.50,40.0,32.7,75,6,180,,,,,,
2020-04-02 19:26:00,989.60,40.0,33.1,76,6,183,,,,,,
2020-04-02 19:46:00,989.70,40.0,34.0,78,4,180,,,,,,
2020-04-02 19:55:00,989.70,40.0,34.0,78,4,180,,,,,,
2020-04-02 20:15:00,989.60,40.0,34.0,78,5,190,,,,,,
2020-04-02 20:26:00,989.70,41.0,34.7,78,5,183,,,,,,
2020-04-02 20:46:00,989.60,40.0,33.7,77,5,180,,,,,,
2020-04-02 20:55:00,989.70,40.0,33.4,76,2,180,,,,,,
2020-04-02 21:15:00,989.70,40.0,33.4,76,4,180,,,,,,
2020-04-02 21:26:00,989.80,41.0,33.7,74,3,180,,,,,,
2020-04-02 21:46:00,989.80,41.0,33.4,74,4,180,,,,,,
2020-04-02 21:55:00,989.80,41.0,33.4,74,5,193,,,,,,
2020-04-02 22:15:00,989.80,41.0,33.0,73,3,180,,,,,,
2020-04-02 22:26:00,989.90,41.0,33.0,73,3,180,,,,,,
2020-04-02 22:46:00,989.80,41.0,32.7,72,5,180,,,,,,
2020-04-02 22:55:00,989.80,41.0,32.7,72,3,180,,,,,,
2020-04-02 23:15:00,989.70,41.0,32.0,70,4,177,,,,,,
2020-04-02 23:26:00,989.70,41.0,32.0,70,3,184,,,,,,
2020-04-02 23:46:00,989.70,41.0,31.6,68,4,180,,,,,,
2020-04-02 23:55:00,989.70,41.0,31.6,68,4,177,,,,,,
2020-04-03 00:15:00,989.70,41.0,31.3,67,5,180,,,,,,
2020-04-03 00:26:00,989.80,41.0,30.9,67,4,180,,,,,,
2020-04-03 00:35:00,989.70,41.0,30.9,67,4,180,,,,,,
2020-04-03 00:55:00,989.80,41.0,30.5,66,6,180,,,,,,
2020-04-03 01:15:00,989.70,41.0,30.1,65,5,180,,,,,,
